# LHeC pseudodata, positron, unpolarized
# q2   x       y                               simgar						error
20000	0.085	0.1401				0.51398						0.004214636
20000	0.2	0.0595				0.31215						0.00280935
20000	0.30000001	0.0397				0.20187						0.002240757
20000	0.40000001	0.0298				0.11852						0.001801504
20000	0.5	0.0238				0.06097						0.001329146
20000	0.60000002	0.0198				0.02617						0.000860993
20000	0.69999999	0.017				0.00853						0.00045209
20000	0.80000001	0.0149				0.0017						0.00017391
50000	0.05	0.5952				0.63215						0.008154735
50000	0.085	0.3501				0.50401						0.004233684
50000	0.2	0.1488				0.31024						0.002885232
50000	0.30000001	0.0992				0.19978						0.002357404
50000	0.40000001	0.0744				0.11628						0.001895364
50000	0.5	0.0595				0.0591						0.00140658
50000	0.60000002	0.0496				0.025						0.0009125
50000	0.69999999	0.0425				0.008						0.0004864
50000	0.80000001	0.0372				0.00156						0.000191412
100000	0.085	0.7003				0.41929						0.005744273
100000	0.2	0.2976				0.27709						0.002937154
100000	0.30000001	0.1984				0.18331						0.00256634
100000	0.40000001	0.1488				0.10775						0.00213345
100000	0.5	0.119				0.05485						0.00162356
100000	0.60000002	0.0992				0.02312						0.001082016
100000	0.69999999	0.085				0.00734						0.000601146
100000	0.80000001	0.0744				0.00141						0.000248442
200000	0.2	0.5952				0.19486						0.003449022
200000	0.30000001	0.3968				0.14357						0.002742187
200000	0.40000001	0.2976				0.08921						0.002381907
200000	0.5	0.2381				0.04671						0.001863729
200000	0.60000002	0.1984				0.01995						0.0012768
200000	0.69999999	0.1701				0.00636						0.00073458
200000	0.80000001	0.1488				0.00122						0.000313174
500000	0.40000001	0.744				0.03907						0.002047268
500000	0.5	0.5952				0.02468						0.001749812
500000	0.60000002	0.496				0.01196						0.001300052
500000	0.69999999	0.4252				0.00411						0.000795696
500000	0.80000001	0.372				0.00082						0.000351944

