#Q2	x	y	sigmar	total error	StatErr	Uncor	tot_noproc %
1.5000E00	3.2000E-05	4.6319E-01	7.5346E-01	0.022681632418	1.7329E00	2.1516E00	3.01033E00
1.5000E00	5.0000E-05	2.9644E-01	7.5951E-01	0.019122563025	1.0454E00	1.9785E00	2.51775E00
1.5000E00	8.0000E-05	1.8528E-01	6.9893E-01	0.019889381117	1.2626E00	2.1485E00	2.84569E00
1.5000E00	1.3000E-04	1.1402E-01	6.4584E-01	0.020865669552	1.4637E00	2.4281E00	3.23078E00
1.5000E00	2.0000E-04	7.4111E-02	6.1240E-01	0.02389192864	2.0801E00	2.8567E00	3.90136E00
1.5000E00	3.2000E-04	4.6319E-02	5.7686E-01	0.018158052964	1.4874E00	2.2576E00	3.14774E00
1.5000E00	5.0000E-04	2.9644E-02	5.4727E-01	0.042225437755	2.5150E00	7.0465E00	7.71565E00
1.5000E00	8.0000E-04	1.8528E-02	4.8973E-01	0.018033425736	2.3646E00	2.4697E00	3.68232E00
1.5000E00	1.0000E-03	1.4822E-02	4.6208E-01	0.030360365696	5.2246E00	3.7395E00	6.57037E00
1.5000E00	3.2000E-03	4.6319E-03	4.1003E-01	0.013903912285	2.3113E00	2.0416E00	3.39095E00
1.5000E00	1.3000E-02	1.1402E-03	3.2401E-01	0.021910107017	4.0132E00	2.4962E00	6.76217E00
2.0000E00	2.4700E-05	8.0012E-01	7.8079E-01	0.042437966554	2.3107E00	2.6982E00	5.43526E00
2.0000E00	2.9280E-05	6.7496E-01	7.8789E-01	0.021021456723	1.4910E00	1.6506E00	2.66807E00
2.0000E00	5.0000E-05	3.9526E-01	8.2276E-01	0.021871593632	1.5212E00	1.9347E00	2.65832E00
2.0000E00	8.0000E-05	2.4704E-01	7.6154E-01	0.01467525657	9.7433E-01	1.3400E00	1.92705E00
2.0000E00	1.3000E-04	1.5202E-01	7.2306E-01	0.014556788532	1.1062E00	1.2985E00	2.01322E00
2.0000E00	2.0000E-04	9.8814E-02	6.7867E-01	0.01422085118	1.1234E00	1.3172E00	2.09540E00
2.0000E00	3.2000E-04	6.1759E-02	6.2657E-01	0.014631975925	1.0084E00	1.6479E00	2.33525E00
2.0000E00	5.0000E-04	3.9526E-02	5.7473E-01	0.015652714077	1.1719E00	2.0376E00	2.72349E00
2.0000E00	1.0000E-03	1.9763E-02	5.0981E-01	0.011835952884	9.8608E-01	1.7917E00	2.32164E00
2.0000E00	3.2000E-03	6.1759E-03	4.2584E-01	0.011183580416	1.0689E00	1.8947E00	2.62624E00
2.0000E00	1.3000E-02	1.5202E-03	3.5762E-01	0.01830728304	2.3913E00	2.1356E00	5.11920E00
2.7000E00	3.0880E-05	8.6398E-01	8.4531E-01	0.034042493382	2.2756E00	2.2962E00	4.02722E00
2.7000E00	3.6600E-05	7.2896E-01	8.6644E-01	0.026166834576	1.9890E00	1.8829E00	3.02004E00
2.7000E00	4.0900E-05	6.5232E-01	9.3728E-01	0.081391801824	6.8410E00	4.7580E00	8.68383E00
2.7000E00	5.0000E-05	5.3360E-01	8.8325E-01	0.02154370405	1.5065E00	1.6478E00	2.43914E00
2.7000E00	8.0000E-05	3.3350E-01	8.8929E-01	0.013481280684	7.2258E-01	1.0302E00	1.51596E00
2.7000E00	1.3000E-04	2.0523E-01	8.0497E-01	0.01085743536	6.2276E-01	8.7283E-01	1.34880E00
2.7000E00	2.0000E-04	1.3340E-01	7.8138E-01	0.015735742992	7.6119E-01	1.6119E00	2.01384E00
2.7000E00	3.2000E-04	8.3374E-02	6.9971E-01	0.012627106602	8.4139E-01	1.2742E00	1.80462E00
2.7000E00	5.0000E-04	5.3360E-02	6.4484E-01	0.011883047036	6.8833E-01	1.3462E00	1.84279E00
2.7000E00	8.0000E-04	3.3350E-02	5.9438E-01	0.013289564106	8.7531E-01	1.8418E00	2.23587E00
2.7000E00	1.3000E-03	2.0523E-02	5.6672E-01	0.011512803456	6.8617E-01	1.6268E00	2.03148E00
2.7000E00	2.0000E-03	1.3340E-02	4.8120E-01	0.01467857292	9.0639E-01	2.7400E00	3.05041E00
2.7000E00	5.0000E-03	5.3360E-03	4.5307E-01	0.011038008489	7.4186E-01	1.8238E00	2.43627E00
2.7000E00	2.0000E-02	1.3340E-03	3.4490E-01	0.02831280651	2.5373E00	2.4494E00	8.20899E00
3.5000E00	4.0600E-05	8.5185E-01	8.0554E-01	0.060529242248	6.1382E00	4.1692E00	7.51412E00
3.5000E00	4.3230E-05	8.0002E-01	8.8079E-01	0.046984245207	3.0814E00	2.8285E00	5.33433E00
3.5000E00	4.6000E-05	7.5185E-01	9.6533E-01	0.042550394938	3.0469E00	2.9892E00	4.40786E00
3.5000E00	5.1240E-05	6.7496E-01	9.4011E-01	0.032668258434	2.1633E00	2.2495E00	3.47494E00
3.5000E00	5.3100E-05	6.5132E-01	8.8015E-01	0.036719065865	3.1005E00	2.6394E00	4.17191E00
3.5000E00	8.0000E-05	4.3231E-01	9.5226E-01	0.020764695882	1.2510E00	1.5543E00	2.18057E00
3.5000E00	1.3000E-04	2.6604E-01	9.1787E-01	0.012320936158	6.5727E-01	8.5665E-01	1.34234E00
3.5000E00	2.0000E-04	1.7292E-01	8.5416E-01	0.011523557976	6.8361E-01	8.3308E-01	1.34911E00
3.5000E00	3.2000E-04	1.0808E-01	7.9091E-01	0.0112625584	7.2049E-01	8.7684E-01	1.42400E00
3.5000E00	5.0000E-04	6.9170E-02	7.4923E-01	0.012365816381	7.5656E-01	1.1690E00	1.65047E00
3.5000E00	8.0000E-04	4.3231E-02	6.5903E-01	0.010703438036	6.7059E-01	1.1649E00	1.62412E00
3.5000E00	1.3000E-03	2.6604E-02	6.2339E-01	0.011809375482	8.6778E-01	1.3789E00	1.89438E00
3.5000E00	2.0000E-03	1.7292E-02	5.6840E-01	0.00748474804	5.0730E-01	8.6830E-01	1.31681E00
3.5000E00	8.0000E-03	4.3231E-03	4.6195E-01	0.007791017725	5.9138E-01	1.1236E00	1.68655E00
4.5000E00	5.2200E-05	8.5185E-01	9.1607E-01	0.070642371622	6.4007E00	4.1290E00	7.71146E00
4.5000E00	5.9200E-05	7.5112E-01	9.7144E-01	0.040440852912	2.8428E00	2.8693E00	4.16298E00
4.5000E00	6.1760E-05	7.1999E-01	9.7035E-01	0.048433952865	2.9742E00	2.7275E00	4.99139E00
4.5000E00	6.8300E-05	6.5105E-01	1.0796E00	0.0318255284	1.6654E00	2.2267E00	2.94790E00
4.5000E00	7.3200E-05	6.0746E-01	1.0187E00	0.0299487613	1.5984E00	2.2098E00	2.93990E00
4.5000E00	8.1800E-05	5.4360E-01	1.0795E00	0.169123106	1.0384E01	1.1673E01	1.56668E01
4.5000E00	1.3000E-04	3.4205E-01	1.0204E00	0.01750067632	1.2038E00	9.1441E-01	1.71508E00
4.5000E00	2.0000E-04	2.2233E-01	9.6119E-01	0.013773660462	7.3692E-01	9.0745E-01	1.43298E00
4.5000E00	3.2000E-04	1.3896E-01	8.9331E-01	0.013234030326	8.0314E-01	9.5816E-01	1.48146E00
4.5000E00	5.0000E-04	8.8933E-02	7.9708E-01	0.011836797416	8.3006E-01	8.8530E-01	1.48502E00
4.5000E00	8.0000E-04	5.5583E-02	7.2028E-01	0.01269349444	8.1886E-01	1.2910E00	1.76230E00
4.5000E00	1.3000E-03	3.4205E-02	6.6549E-01	0.012227846358	8.5067E-01	1.3081E00	1.83742E00
4.5000E00	2.0000E-03	2.2233E-02	6.1540E-01	0.0112024339	8.7967E-01	1.3119E00	1.82035E00
4.5000E00	3.2000E-03	1.3896E-02	5.7189E-01	0.009723674103	6.6959E-01	1.2260E00	1.70027E00
4.5000E00	1.3000E-02	3.4205E-03	4.3009E-01	0.010763045259	7.1005E-01	1.8562E00	2.50251E00
6.5000E00	7.5400E-05	8.5185E-01	1.1174E00	0.08496776644	6.2699E00	4.1493E00	7.60406E00
6.5000E00	8.0290E-05	7.9997E-01	1.0851E00	0.05047244991	3.1013E00	2.6388E00	4.65141E00
6.5000E00	8.5500E-05	7.5122E-01	1.0970E00	0.0402002232	2.2928E00	2.6138E00	3.66456E00
6.5000E00	9.5150E-05	6.7503E-01	1.0838E00	0.04044297242	2.6166E00	2.2794E00	3.73159E00
6.5000E00	9.8600E-05	6.5141E-01	1.1774E00	0.03601395798	1.9354E00	2.1877E00	3.05877E00
6.5000E00	1.3000E-04	4.9407E-01	1.1134E00	0.02141424488	1.0840E00	1.3702E00	1.92332E00
6.5000E00	2.0000E-04	3.2115E-01	1.1119E00	0.01528473335	9.3090E-01	6.3276E-01	1.37465E00
6.5000E00	3.2000E-04	2.0072E-01	1.0013E00	0.01274214328	7.5373E-01	6.5722E-01	1.27256E00
6.5000E00	5.0000E-04	1.2846E-01	9.3276E-01	0.015081236784	7.4590E-01	1.1572E00	1.61684E00
6.5000E00	8.0000E-04	8.0287E-02	8.4903E-01	0.012237324099	7.9154E-01	8.4991E-01	1.44133E00
6.5000E00	1.3000E-03	4.9407E-02	7.5842E-01	0.012034456876	8.0377E-01	1.0801E00	1.58678E00
6.5000E00	2.0000E-03	3.2115E-02	6.9498E-01	0.00980721027	7.5566E-01	8.7248E-01	1.41115E00
6.5000E00	3.2000E-03	2.0072E-02	6.4107E-01	0.01070907435	6.7147E-01	1.2050E00	1.67050E00
6.5000E00	5.0000E-03	1.2846E-02	5.7884E-01	0.009230298408	9.3758E-01	8.5011E-01	1.59462E00
6.5000E00	1.3000E-02	4.9407E-03	4.8263E-01	0.011346824352	6.7929E-01	1.8211E00	2.35104E00
6.5000E00	2.0000E-02	3.2115E-03	4.9769E-01	0.013579820033	1.1417E00	1.8903E00	2.72857E00
8.5000E00	9.8600E-05	8.5185E-01	1.1609E00	0.04521264358	2.3125E00	2.9921E00	3.89462E00
8.5000E00	1.0499E-04	8.0000E-01	1.1832E00	0.05993523264	3.7153E00	2.7990E00	5.06552E00
8.5000E00	1.1180E-04	7.5127E-01	1.1798E00	0.03936497084	1.9373E00	2.4797E00	3.33658E00
8.5000E00	1.2443E-04	6.7501E-01	1.2585E00	0.03356859975	1.5707E00	1.9455E00	2.66735E00
8.5000E00	1.2900E-04	6.5110E-01	1.2318E00	0.03138848124	1.4024E00	1.9248E00	2.54818E00
8.5000E00	1.3900E-04	6.0426E-01	1.2565E00	0.07373707425	3.2296E00	4.7689E00	5.86845E00
8.5000E00	2.0000E-04	4.1996E-01	1.1948E00	0.02103911372	9.1463E-01	1.2927E00	1.76089E00
8.5000E00	3.2000E-04	2.6248E-01	1.1070E00	0.0141859836	7.1347E-01	7.5468E-01	1.28148E00
8.5000E00	5.0000E-04	1.6798E-01	1.0137E00	0.01485506391	8.1491E-01	9.2649E-01	1.46543E00
8.5000E00	8.0000E-04	1.0499E-01	9.3089E-01	0.013377540923	8.8014E-01	7.9638E-01	1.43707E00
8.5000E00	1.3000E-03	6.4609E-02	8.3932E-01	0.012373591168	9.1074E-01	8.2994E-01	1.47424E00
8.5000E00	2.0000E-03	4.1996E-02	7.6863E-01	0.014340944814	9.8506E-01	1.3160E00	1.86578E00
8.5000E00	3.2000E-03	2.6248E-02	6.6098E-01	0.0127106454	1.0282E00	1.3279E00	1.92300E00
8.5000E00	5.0000E-03	1.6798E-02	6.3241E-01	0.010951317488	7.6473E-01	1.2540E00	1.73168E00
8.5000E00	2.0000E-02	4.1996E-03	4.5624E-01	0.011879759616	8.2616E-01	1.8472E00	2.60384E00
1.0000E01	3.2000E-04	3.0879E-01	1.1381E00	0.02738757983	1.9196E00	1.1200E00	2.40643E00
1.0000E01	5.0000E-04	1.9763E-01	1.0581E00	0.02440285449	1.7782E00	1.1901E00	2.30629E00
1.0000E01	8.0000E-04	1.2352E-01	9.7675E-01	0.023530786575	1.8378E00	1.3102E00	2.40909E00
1.0000E01	1.3000E-03	7.6011E-02	8.8846E-01	0.023493281242	2.1252E00	1.2101E00	2.64427E00
1.0000E01	2.0000E-03	4.9407E-02	8.0175E-01	0.02280962715	2.0405E00	1.7702E00	2.84498E00
1.0000E01	5.0000E-03	1.9763E-02	6.2751E-01	0.010258784484	1.1173E00	7.7010E-01	1.63484E00
1.0000E01	2.0000E-02	4.9407E-03	5.1306E-01	0.010838033358	1.0539E00	1.2703E00	2.11243E00
1.2000E01	1.3920E-04	8.5185E-01	1.2808E00	0.04531137392	1.7808E00	2.9142E00	3.53774E00
1.2000E01	1.6100E-04	7.3650E-01	1.3400E00	0.026341988	9.0714E-01	1.4151E00	1.96582E00
1.2000E01	1.8210E-04	6.5116E-01	1.2951E00	0.03001977045	1.3128E00	1.6839E00	2.31795E00
1.2000E01	2.0000E-04	5.9289E-01	1.2935E00	0.0210964676	8.2094E-01	7.0414E-01	1.63096E00
1.2000E01	3.2000E-04	3.7055E-01	1.2227E00	0.01507650235	7.6160E-01	5.7433E-01	1.23305E00
1.2000E01	5.0000E-04	2.3715E-01	1.1453E00	0.01297132421	5.3103E-01	6.5295E-01	1.13257E00
1.2000E01	8.0000E-04	1.4822E-01	1.0454E00	0.01201697754	6.6687E-01	5.5624E-01	1.14951E00
1.2000E01	1.3000E-03	9.1213E-02	9.3471E-01	0.014344153131	1.0273E00	8.2960E-01	1.53461E00
1.2000E01	2.0000E-03	5.9289E-02	8.5138E-01	0.013624549002	1.0318E00	9.3683E-01	1.60029E00
1.2000E01	3.2000E-03	3.7055E-02	7.5383E-01	0.014820825481	1.1273E00	1.3559E00	1.96607E00
1.2000E01	5.0000E-03	2.3715E-02	6.7921E-01	0.012069425858	8.5044E-01	1.2630E00	1.77698E00
1.2000E01	2.0000E-02	5.9289E-03	4.9046E-01	0.012038291654	9.0078E-01	1.8451E00	2.45449E00
1.5000E01	1.7410E-04	8.5136E-01	1.3403E00	0.05444472839	1.3734E00	3.7092E00	4.06213E00
1.5000E01	2.0000E-04	7.4111E-01	1.3862E00	0.04088194902	9.3433E-01	2.6394E00	2.94921E00
1.5000E01	2.2760E-04	6.5124E-01	1.3300E00	0.041097	1.8072E00	2.3294E00	3.09000E00
1.5000E01	3.2000E-04	4.6319E-01	1.3127E00	0.02020035268	8.4519E-01	7.0292E-01	1.53884E00
1.5000E01	5.0000E-04	2.9644E-01	1.2068E00	0.01331510712	4.7289E-01	6.4627E-01	1.10334E00
1.5000E01	8.0000E-04	1.8528E-01	1.1049E00	0.01206230379	4.7553E-01	6.2859E-01	1.09171E00
1.5000E01	1.3000E-03	1.1402E-01	9.7884E-01	0.011251667916	5.1415E-01	6.5418E-01	1.14949E00
1.5000E01	2.0000E-03	7.4111E-02	8.6832E-01	0.01028481624	5.2851E-01	6.6530E-01	1.18445E00
1.5000E01	3.2000E-03	4.6319E-02	7.8328E-01	0.00978003408	5.5869E-01	7.7605E-01	1.24860E00
1.5000E01	5.0000E-03	2.9644E-02	7.1299E-01	0.008223911856	5.8857E-01	6.2391E-01	1.15344E00
1.5000E01	8.0000E-03	1.8528E-02	6.3212E-01	0.007452189104	5.0668E-01	7.2503E-01	1.17892E00
1.5000E01	2.0000E-02	7.4111E-03	5.2935E-01	0.008633116215	6.9093E-01	9.2867E-01	1.63089E00
1.8000E01	2.0900E-04	8.5103E-01	1.3704E00	0.0565899828	1.5243E00	3.7292E00	4.12945E00
1.8000E01	2.3700E-04	7.5049E-01	1.3788E00	0.032639643	7.7659E-01	2.0010E00	2.36725E00
1.8000E01	2.6800E-04	6.6368E-01	1.3718E00	0.02212658528	6.4948E-01	1.1767E00	1.61296E00
1.8000E01	3.2800E-04	5.4227E-01	1.3825E00	0.021741748	7.4801E-01	1.0465E00	1.57264E00
1.8000E01	5.0000E-04	3.5573E-01	1.2806E00	0.01489798816	5.9205E-01	6.1458E-01	1.16336E00
1.8000E01	8.0000E-04	2.2233E-01	1.1553E00	0.01211817276	4.4768E-01	5.7982E-01	1.04892E00
1.8000E01	1.3000E-03	1.3682E-01	1.0378E00	0.01116755824	4.4903E-01	6.1584E-01	1.07608E00
1.8000E01	2.0000E-03	8.8933E-02	9.3994E-01	0.010582596472	5.1006E-01	6.1800E-01	1.12588E00
1.8000E01	3.2000E-03	5.5583E-02	8.2948E-01	0.009447196564	5.2699E-01	6.4889E-01	1.13893E00
1.8000E01	5.0000E-03	3.5573E-02	7.4380E-01	0.00833442776	5.6025E-01	5.9619E-01	1.12052E00
1.8000E01	8.0000E-03	2.2233E-02	6.6400E-01	0.0075512736	4.5196E-01	6.6407E-01	1.13724E00
1.8000E01	2.0000E-02	8.8933E-03	5.3574E-01	0.011715240876	5.5531E-01	1.7570E00	2.18674E00
2.2000E01	2.9000E-04	7.4963E-01	1.4338E00	0.04160557826	1.4253E00	2.2117E00	2.90177E00
2.2000E01	3.2000E-04	6.7935E-01	1.4306E00	0.04611410346	1.2585E00	2.8062E00	3.22341E00
2.2000E01	3.4500E-04	6.3012E-01	1.4102E00	0.0287335301	1.0957E00	1.4968E00	2.03755E00
2.2000E01	3.8800E-04	5.6029E-01	1.3925E00	0.02212390075	8.7233E-01	1.0347E00	1.58879E00
2.2000E01	5.0000E-04	4.3478E-01	1.3823E00	0.02129391681	8.1933E-01	9.8138E-01	1.54047E00
2.2000E01	5.9200E-04	3.6721E-01	1.3265E00	0.01969759645	7.9512E-01	8.9428E-01	1.48493E00
2.2000E01	8.0000E-04	2.7174E-01	1.2290E00	0.0160093227	6.4286E-01	7.6431E-01	1.30263E00
2.2000E01	1.3000E-03	1.6722E-01	1.0574E00	0.02988085512	2.2695E00	1.4001E00	2.82588E00
2.2000E01	2.0000E-03	1.0870E-01	9.9039E-01	0.018654887001	1.1461E00	1.2375E00	1.88359E00
2.2000E01	3.2000E-03	6.7935E-02	9.0023E-01	0.026473873817	2.5567E00	1.1800E00	2.94079E00
2.2000E01	5.0000E-03	4.3478E-02	7.6900E-01	0.020500771	2.3731E00	8.9011E-01	2.66590E00
2.2000E01	8.0000E-03	2.7174E-02	6.5607E-01	0.017992457322	2.4307E00	9.3017E-01	2.74246E00
2.2000E01	1.3000E-02	1.6722E-02	5.8566E-01	0.016964988918	1.9428E00	1.8302E00	2.89673E00
2.2000E01	3.2000E-02	6.7935E-03	5.1943E-01	0.014564505542	1.8070E00	1.6104E00	2.80394E00
2.7000E01	3.1400E-04	8.4968E-01	1.4802E00	0.0691186791	2.4661E00	3.8591E00	4.66955E00
2.7000E01	3.5500E-04	7.5154E-01	1.4408E00	0.04218921744	8.8433E-01	2.6394E00	2.92818E00
2.7000E01	4.1000E-04	6.5073E-01	1.4618E00	0.03585883108	7.3303E-01	2.1596E00	2.45306E00
2.7000E01	5.0000E-04	5.3360E-01	1.4108E00	0.01884024644	7.0069E-01	7.3699E-01	1.33543E00
2.7000E01	8.0000E-04	3.3350E-01	1.2885E00	0.0140629467	4.3713E-01	6.6860E-01	1.09142E00
2.7000E01	1.3000E-03	2.0523E-01	1.1536E00	0.01272328512	4.7039E-01	6.5102E-01	1.10292E00
2.7000E01	2.0000E-03	1.3340E-01	1.0437E00	0.01177366659	5.1739E-01	6.4450E-01	1.12807E00
2.7000E01	3.2000E-03	8.3374E-02	9.1323E-01	0.010517761233	5.2744E-01	6.5936E-01	1.15171E00
2.7000E01	5.0000E-03	5.3360E-02	7.9956E-01	0.009210771288	5.4015E-01	6.5423E-01	1.15198E00
2.7000E01	8.0000E-03	3.3350E-02	7.0730E-01	0.00829860944	5.7595E-01	6.6369E-01	1.17328E00
2.7000E01	1.3000E-02	2.0523E-02	6.3457E-01	0.0075323459	5.4771E-01	6.6536E-01	1.18700E00
2.7000E01	2.0000E-02	1.3340E-02	5.7643E-01	0.00852482327	8.4668E-01	7.6613E-01	1.47890E00
2.7000E01	3.2000E-02	8.3374E-03	5.2693E-01	0.01234491604	6.1772E-01	1.7827E00	2.34280E00
3.5000E01	4.6030E-04	7.5136E-01	1.4273E00	0.03452710065	1.0107E00	1.9882E00	2.41905E00
3.5000E01	5.0000E-04	6.9170E-01	1.4719E00	0.0372479014	1.3847E00	1.9103E00	2.53060E00
3.5000E01	5.3110E-04	6.5120E-01	1.4398E00	0.0240892938	7.8299E-01	1.2430E00	1.67310E00
3.5000E01	6.1600E-04	5.6144E-01	1.4580E00	0.025791291	9.9085E-01	1.2344E00	1.76895E00
3.5000E01	6.5700E-04	5.2641E-01	1.4332E00	0.02201667508	8.7764E-01	9.7419E-01	1.53619E00
3.5000E01	8.0000E-04	4.3231E-01	1.3864E00	0.01500126392	4.8789E-01	5.9301E-01	1.08203E00
3.5000E01	1.0000E-03	3.4585E-01	1.3115E00	0.0173634731	6.9943E-01	7.4873E-01	1.32394E00
3.5000E01	1.3000E-03	2.6604E-01	1.2224E00	0.011915735168	4.1795E-01	4.8326E-01	9.74782E-01
3.5000E01	2.0000E-03	1.7292E-01	1.0990E00	0.0116436852	5.1804E-01	5.4857E-01	1.05948E00
3.5000E01	3.2000E-03	1.0808E-01	9.6333E-01	0.010310906322	4.8906E-01	5.5988E-01	1.07034E00
3.5000E01	5.0000E-03	6.9170E-02	8.5070E-01	0.00950538152	5.9804E-01	5.4146E-01	1.11736E00
3.5000E01	8.0000E-03	4.3231E-02	7.4595E-01	0.00849950349	6.0429E-01	5.7581E-01	1.13942E00
3.5000E01	1.3000E-02	2.6604E-02	6.6090E-01	0.00791526885	6.5596E-01	6.2124E-01	1.19765E00
3.5000E01	2.0000E-02	1.7292E-02	5.9057E-01	0.007411240101	6.4588E-01	6.2995E-01	1.25493E00
3.5000E01	3.2000E-02	1.0808E-02	5.1678E-01	0.009071401086	8.0258E-01	9.3451E-01	1.75537E00
3.5000E01	8.0000E-02	4.3231E-03	4.4824E-01	0.020826844064	1.7896E00	3.5395E00	4.64636E00
4.5000E01	5.9000E-04	7.5367E-01	1.4678E00	0.05152066068	1.7883E00	2.8216E00	3.51006E00
4.5000E01	6.3410E-04	7.0125E-01	1.4511E00	0.03021001557	8.7242E-01	1.6970E00	2.08187E00
4.5000E01	7.0000E-04	6.3523E-01	1.4853E00	0.03890327466	1.4174E00	2.0515E00	2.61922E00
4.5000E01	8.0000E-04	5.5583E-01	1.4601E00	0.01920279717	7.2168E-01	8.0329E-01	1.31517E00
4.5000E01	9.2000E-04	4.8333E-01	1.3877E00	0.02424492301	9.8393E-01	1.2202E00	1.74713E00
4.5000E01	1.1000E-03	4.0424E-01	1.3707E00	0.02234446605	8.3854E-01	1.1653E00	1.63015E00
4.5000E01	1.3000E-03	3.4205E-01	1.2940E00	0.0132474544	4.7558E-01	5.2795E-01	1.02376E00
4.5000E01	2.0000E-03	2.2233E-01	1.1521E00	0.01156328207	4.3853E-01	5.3234E-01	1.00367E00
4.5000E01	3.2000E-03	1.3896E-01	1.0050E00	0.0103632585	4.8558E-01	5.2449E-01	1.03117E00
4.5000E01	5.0000E-03	8.8933E-02	8.9644E-01	0.010085218932	6.4960E-01	5.2208E-01	1.12503E00
4.5000E01	8.0000E-03	5.5583E-02	7.8040E-01	0.00889242388	6.6864E-01	5.2820E-01	1.13947E00
4.5000E01	1.3000E-02	3.4205E-02	6.7916E-01	0.008165744428	7.0685E-01	6.0471E-01	1.20233E00
4.5000E01	2.0000E-02	2.2233E-02	6.0058E-01	0.007416081956	7.2132E-01	5.5888E-01	1.23482E00
4.5000E01	3.2000E-02	1.3896E-02	5.3286E-01	0.008711301852	1.0967E00	8.4709E-01	1.63482E00
4.5000E01	5.0000E-02	8.8933E-03	4.8495E-01	0.01223771325	9.1561E-01	1.8207E00	2.52350E00
6.0000E01	8.0000E-04	7.4111E-01	1.4700E00	0.030135147	8.2432E-01	1.6565E00	2.05001E00
6.0000E01	8.6000E-04	6.8940E-01	1.5457E00	0.04576153049	1.7991E00	2.1785E00	2.96057E00
6.0000E01	9.4000E-04	6.3073E-01	1.5253E00	0.04488424045	1.6557E00	2.2795E00	2.94265E00
6.0000E01	1.1000E-03	5.3899E-01	1.4591E00	0.03016747614	1.2852E00	1.3908E00	2.06754E00
6.0000E01	1.3000E-03	4.5607E-01	1.3909E00	0.0170426977	6.5849E-01	7.2770E-01	1.22530E00
6.0000E01	1.5000E-03	3.9526E-01	1.3166E00	0.02430206612	9.9283E-01	1.3582E00	1.84582E00
6.0000E01	2.0000E-03	2.9644E-01	1.2342E00	0.012073524474	4.6378E-01	4.6966E-01	9.78247E-01
6.0000E01	3.2000E-03	1.8528E-01	1.0771E00	0.01095895395	4.9334E-01	5.1618E-01	1.01745E00
6.0000E01	5.0000E-03	1.1858E-01	9.3215E-01	0.009872121005	5.5405E-01	5.1719E-01	1.05907E00
6.0000E01	8.0000E-03	7.4111E-02	8.1850E-01	0.00978868705	7.2926E-01	5.6378E-01	1.19593E00
6.0000E01	1.3000E-02	4.5607E-02	7.0548E-01	0.008999526168	7.8471E-01	6.2009E-01	1.27566E00
6.0000E01	2.0000E-02	2.9644E-02	6.3101E-01	0.008385681193	8.1793E-01	6.6653E-01	1.32893E00
6.0000E01	3.2000E-02	1.8528E-02	5.5175E-01	0.007812062725	8.9585E-01	7.0211E-01	1.41587E00
6.0000E01	5.0000E-02	1.1858E-02	5.0917E-01	0.010825667038	9.4974E-01	1.4633E00	2.12614E00
6.0000E01	1.3000E-01	4.5607E-03	3.9468E-01	0.0209259336	2.9515E00	3.8771E00	5.30200E00
7.0000E01	9.2200E-04	7.5022E-01	1.3851E00	0.08752599261	2.5721E00	5.6664E00	6.31911E00
7.0000E01	1.0000E-03	6.9170E-01	1.4335E00	0.04967292525	2.1848E00	2.5495E00	3.46515E00
7.0000E01	1.1000E-03	6.2882E-01	1.5062E00	0.04422444192	1.8834E00	2.1007E00	2.93616E00
7.0000E01	1.2400E-03	5.5782E-01	1.4447E00	0.0356205232	1.4777E00	1.8025E00	2.46560E00
7.0000E01	1.3000E-03	5.3208E-01	1.4142E00	0.02887343856	1.3204E00	1.3244E00	2.04168E00
7.0000E01	2.0000E-03	3.4585E-01	1.2456E00	0.024202008	1.1482E00	1.3589E00	1.94300E00
7.0000E01	2.5000E-03	2.7668E-01	1.1900E00	0.018643016	9.5979E-01	9.6950E-01	1.56664E00
7.0000E01	3.2000E-03	2.1616E-01	1.0842E00	0.0152476467	9.1011E-01	7.7921E-01	1.40635E00
7.0000E01	5.0000E-03	1.3834E-01	9.5805E-01	0.01281468519	8.2991E-01	7.3716E-01	1.33758E00
7.0000E01	8.0000E-03	8.6462E-02	8.1942E-01	0.015175576458	1.6158E00	4.8004E-01	1.85199E00
7.0000E01	1.3000E-02	5.3208E-02	7.1615E-01	0.015296319465	1.8894E00	5.1002E-01	2.13591E00
7.0000E01	2.0000E-02	3.4585E-02	6.3677E-01	0.013095366081	1.7700E00	6.7004E-01	2.05653E00
7.0000E01	3.2000E-02	2.1616E-02	5.6107E-01	0.013730785575	2.1017E00	9.2002E-01	2.44725E00
7.0000E01	5.0000E-02	1.3834E-02	5.1168E-01	0.011246317056	1.6120E00	8.9997E-01	2.19792E00
9.0000E01	1.3000E-03	6.8410E-01	1.4785E00	0.0272626529	6.5533E-01	1.4854E00	1.84394E00
9.0000E01	1.5000E-03	5.9289E-01	1.4175E00	0.02858317875	1.1156E00	1.0301E00	2.01645E00
9.0000E01	2.0000E-03	4.4466E-01	1.3275E00	0.0192463605	7.8869E-01	9.5262E-01	1.44982E00
9.0000E01	3.2000E-03	2.7791E-01	1.1653E00	0.01370882226	6.6020E-01	6.2561E-01	1.17642E00
9.0000E01	5.0000E-03	1.7787E-01	1.0233E00	0.01202725422	7.1175E-01	5.7558E-01	1.17534E00
9.0000E01	8.0000E-03	1.1117E-01	8.8253E-01	0.011440942414	8.6816E-01	5.6090E-01	1.29638E00
9.0000E01	1.3000E-02	6.8410E-02	7.5350E-01	0.01046845085	9.0562E-01	6.8545E-01	1.38931E00
9.0000E01	2.0000E-02	4.4466E-02	6.4913E-01	0.009032773776	9.4718E-01	6.1913E-01	1.39152E00
