#Q^2     x	       y 	    sigmar	toter
250	0.130E-01	0.19	0.825	0.012045
250	0.200E-01	0.124	0.701	0.011216
250	0.320E-01	0.077	0.592	0.0103008
250	0.500E-01	0.049	0.521	0.0086486
250	0.800E-01	0.031	0.432	0.0072144
250	0.130E+00	0.019	0.342	0.011628
250	0.180E+00	0.014	0.325	0.0079625
250	0.250E+00	0.01	0.263	0.0138338
250	0.400E+00	0.006	0.14	0.010416
300	0.390E-02	0.76	1.185	0.0470445
300	0.500E-02	0.665	1.127	0.046207
300	0.500E-02	0.593	1.124	0.0423748
300	0.800E-02	0.416	0.982	0.0271032
300	0.800E-02	0.371	0.971	0.0192258
300	0.130E-01	0.228	0.818	0.012679
300	0.200E-01	0.148	0.699	0.0123024
300	0.320E-01	0.093	0.613	0.011034
300	0.500E-01	0.059	0.503	0.0089031
300	0.800E-01	0.037	0.434	0.007161
300	0.130E+00	0.023	0.353	0.0133787
300	0.180E+00	0.016	0.318	0.0072504
300	0.250E+00	0.012	0.263	0.0154118
300	0.400E+00	0.007	0.155	0.0125395
400	0.530E-02	0.746	1.158	0.0490992
400	0.800E-02	0.554	0.961	0.0316169
400	0.800E-02	0.494	1.023	0.0230175
400	0.130E-01	0.341	0.859	0.0269726
400	0.130E-01	0.304	0.846	0.0170892
400	0.200E-01	0.198	0.711	0.0133668
400	0.320E-01	0.124	0.607	0.0117151
400	0.500E-01	0.079	0.509	0.0095692
400	0.800E-01	0.049	0.444	0.008214
400	0.130E+00	0.03	0.363	0.0072963
400	0.250E+00	0.016	0.257	0.0073759
400	0.400E+00	0.01	0.16	0.011056
500	0.660E-02	0.749	1.016	0.04572
500	0.800E-02	0.693	1.011	0.0671304
500	0.800E-02	0.618	1.029	0.0487746
500	0.130E-01	0.426	0.883	0.053863
500	0.130E-01	0.38	0.884	0.0336804
500	0.200E-01	0.247	0.737	0.0220363
500	0.320E-01	0.154	0.623	0.0185654
500	0.500E-01	0.099	0.517	0.0170093
500	0.800E-01	0.062	0.438	0.0141912
500	0.130E+00	0.038	0.347	0.0127696
500	0.180E+00	0.027	0.291	0.0128331
500	0.250E+00	0.02	0.254	0.015748
500	0.400E+00	0.012	0.166	0.0165336
650 8.50E-03    0.848   0.922           0.0494192
650 8.50E-03    0.756   0.986           0.0531454
650 1.30E-02    0.554   0.846           0.02538
650 1.30E-02    0.494   0.851           0.0198283
650 2.00E-02    0.36    0.702           0.0395928
650 2.00E-02    0.321   0.745           0.016539
650 3.20E-02    0.201   0.615           0.01353
650 5.00E-02    0.128   0.512           0.0113664
650 8.00E-02    0.08    0.446           0.0098566
650 0.130  0   0.049           0.0001372
650 0.180  0   0.036           0.000108
650 0.250  0   0.026           2.08E-05
650 0.400  0   0.016           0.000152
650 0.650  0   0.01            0.000137
