2.5	0.00013	0.190170179490222	0.0018	0.0006822
5	0.00018	0.274690259263654	0.0048	0.001128
7	0.00013	0.532476502572622	0.0059	0.0011269
7	0.0003	0.23073981778147	0.004	0.000808
12	0.00032	0.370831850005933	0.0072	0.000936
12	0.0008	0.148332740002373	0.0041	0.0005699
12	0.0015	0.079110794667933	0.0014	0.0005894
18	0.0008	0.22249911000356	0.0082	0.001189
32	0.0006	0.527405297786216	0.0207	0.0030636
32	0.0008	0.395553973339662	0.0152	0.0019912
32	0.0014	0.226030841908378	0.0113	0.0012656
32	0.0024	0.131851324446554	0.0082	0.0015088
32	0.0032	0.098888493334916	0.0046	0.0024334
32	0.0055	0.05753512339486	0.0058	0.0042224
60	0.0014	0.423807828578209	0.026	0.003172
60	0.002	0.296665480004747	0.0167	0.0024048
60	0.0032	0.185415925002967	0.0097	0.0018915
60	0.005	0.118666192001899	0.0129	0.0020898
120	0.002	0.593330960009493	0.0288	0.0035136
120	0.0055	0.215756712730725	0.0127	0.0035687
120	0.01	0.118666192001899	0.0149	0.0055875
200	0.005	0.395553973339662	0.0274	0.0023838
200	0.013	0.152136143592178	0.0123	0.0027306
350	0.025	0.138443890668882	0.0138	0.0066516
650	0.013	0.494442466674578	0.0164	0.0028044
650	0.032	0.200867252086547	0.0103	0.0019364
2000	0.05	0.395553973339662	0.0052	0.0030472
