8.985847792761595398e-01 9.049646963046943382e-01 9.117055277212087194e-01 9.186261450995235611e-01 9.255242346765841788e-01 9.322006611560910150e-01 9.384747760117970738e-01 9.442214795352907863e-01 9.493657044859549199e-01 9.538888180697605579e-01 9.578047693163632692e-01 9.611827515713213810e-01 9.640719219446267640e-01 9.665486978949139329e-01 9.686399809610355405e-01 9.715336370736781246e-01 9.692673042154968943e-01 9.729108379980054844e-01 9.736299047194777456e-01 9.761606631775732179e-01
9.041872998069026002e-01 9.102014431777336601e-01 9.165598120849155483e-01 9.230924354476655047e-01 9.296089187406189058e-01 9.359212006651155269e-01 9.418576462254922843e-01 9.472985048258055762e-01 9.521720624186221782e-01 9.564585622544853338e-01 9.601713622412895166e-01 9.633714747658125299e-01 9.661077449589213773e-01 9.684539369911389084e-01 9.704317320440761785e-01 9.720609089817033865e-01 9.710980143084662064e-01 9.744533955300448413e-01 9.750801567683468063e-01 9.775067056634365592e-01
9.014070186095243242e-01 9.076022593817347772e-01 9.141500294623959855e-01 9.208748298064780569e-01 9.275804962179858837e-01 9.340732327726793960e-01 9.401771233324156540e-01 9.457701320647875498e-01 9.507771784347145427e-01 9.551809113333781243e-01 9.589935132559934683e-01 9.622822317719427199e-01 9.650940506536274111e-01 9.675042382108095529e-01 9.695381240438926129e-01 9.723727932664933959e-01 9.701873169785392159e-01 9.736806125093867559e-01 9.743515050988815762e-01 9.768304590171552615e-01
8.986919187239882367e-01 9.050651806902632046e-01 9.117989275622975232e-01 9.187123160684009804e-01 9.256032045895961069e-01 9.322726957645236512e-01 9.385403123264076664e-01 9.442810323764058156e-01 9.494199310564264138e-01 9.539383989507750350e-01 9.578502867077468563e-01 9.612247216217043588e-01 9.641108503846471667e-01 9.665849996537240196e-01 9.686740664180422122e-01 9.715655518673406155e-01 9.693005350772055939e-01 9.729401651776738991e-01 9.736572294069379963e-01 9.761870266113839012e-01
9.007308279072635537e-01 9.069776563784729406e-01 9.135778287118822005e-01 9.203541704615854080e-01 9.271086021836641988e-01 9.336462229806715696e-01 9.397900036028260518e-01 9.454173934740437435e-01 9.504548521770038727e-01 9.548840439777890321e-01 9.587183021566212382e-01 9.620256272283826959e-01 9.648536186304693674e-01 9.672781555373058948e-01 9.693239897690895113e-01 9.721745538770215633e-01 9.699303512145699413e-01 9.734931857628420504e-01 9.741784851786787769e-01 9.766765992960033671e-01
9.012076905791882586e-01 9.074225527985302353e-01 9.139895271906186558e-01 9.207323074826593290e-01 9.274539738866520722e-01 9.339605215297090979e-01 9.400757016577194758e-01 9.456771992892024636e-01 9.506919170302463584e-01 9.551012624469892298e-01 9.589183854338918511e-01 9.622110052859716989e-01 9.650261898879932687e-01 9.674393223132891073e-01 9.694754422575978525e-01 9.723158530425339841e-01 9.700889678755849621e-01 9.736222788555836116e-01 9.742994463353203960e-01 9.767867260259609496e-01
9.018873874071954289e-01 9.080521103029508545e-01 9.145689189977497247e-01 9.212598217154914781e-01 9.279328505753885459e-01 9.343942390602496539e-01 9.404685981267223438e-01 9.460349248732636829e-01 9.510177456532190599e-01 9.554004188113169871e-01 9.591959350949564866e-01 9.624668541637770858e-01 9.652637084191207917e-01 9.676621373354967748e-01 9.696841376568816617e-01 9.725087699826324705e-01 9.703314193599031912e-01 9.738058756943713812e-01 9.744702260178851327e-01 9.769413679127091354e-01
9.040916734545039191e-01 9.101115214380121055e-01 9.164758841997414640e-01 9.230148243069290492e-01 9.295376053018817863e-01 9.358560373924537101e-01 9.417983470106775501e-01 9.472445825662673125e-01 9.521229363051977312e-01 9.564136971633300233e-01 9.601301883419672833e-01 9.633334344264388172e-01 9.660724097479885808e-01 9.684207485430166296e-01 9.704007678913367796e-01 9.720313682855690196e-01 9.710689736686561879e-01 9.744265835637897499e-01 9.750539891548090088e-01 9.774826291417262336e-01
8.974395830329358059e-01 9.038953242004371669e-01 9.107153856942710179e-01 9.177168857570154881e-01 9.246926918261774153e-01 9.314439353711893022e-01 9.377873024066761820e-01 9.435964113271287923e-01 9.487958739740888214e-01 9.533670670557062854e-01 9.573245979237762215e-01 9.607382422928850696e-01 9.636581222107585276e-01 9.661608912175302377e-01 9.682749606603980874e-01 9.711914228844797936e-01 9.688890008681046995e-01 9.725942553607096475e-01 9.733333221164992555e-01 9.758867109785209770e-01
9.021674621750974676e-01 9.083163290402993528e-01 9.148159620916255230e-01 9.214887503346413933e-01 9.281432520325876290e-01 9.345864176628864151e-01 9.406434523359034072e-01 9.461930472871297182e-01 9.511611409203913903e-01 9.555292157357365701e-01 9.593126461807648386e-01 9.625722805371482726e-01 9.653606474267885096e-01 9.677515763213558886e-01 9.697688483693748251e-01 9.725891857046465860e-01 9.704070546479556247e-01 9.738771023102064106e-01 9.745378996862851251e-01 9.770059296315559694e-01
