1.990409543051153973e-01 1.786074230552849584e-01 1.627251928580302487e-01 1.547647383897596263e-01 1.395215525894935027e-01 3.260682738278766202e-01 2.888140613273686985e-01 2.607724744137865924e-01 2.209096523952612245e-01 4.000701391111367022e-01 3.838954500902831968e-01 3.562445835082922452e-01 3.291281385700305373e-01 3.055672930705284895e-01 2.735462670371134331e-01 5.681332567809331824e-01 5.433255199964301951e-01 5.093458193125022238e-01 4.735641373904403428e-01 4.284581571806508338e-01 3.831521590782325792e-01 7.189306715303929174e-01 6.891399235665028877e-01 6.436464107675096136e-01 5.930547575375225700e-01 5.371689455039734273e-01 4.882850748246028716e-01 9.841301448602828295e-01 9.554176686441081534e-01 8.831769146401223791e-01 8.115298795578547164e-01 7.747797561318666704e-01 7.093940906619665698e-01 6.671617422770920180e-01
2.527459280437594491e-01 2.172994735542580214e-01 1.891327075597848684e-01 1.751418829349393191e-01 1.487937905322293253e-01 3.696278010491172439e-01 3.063032785872991104e-01 2.598136344641546747e-01 1.968932651907495945e-01 4.163786662314942766e-01 3.894136271130761995e-01 3.445234911953419243e-01 3.019157809611645593e-01 2.661480718618252084e-01 2.197021355056129888e-01 5.157450249255218777e-01 4.765059790584644794e-01 4.259609466933397814e-01 3.751701125808003523e-01 3.143830053658210888e-01 2.571970666582416021e-01 5.735529567823816066e-01 5.296164078233308592e-01 4.681382957759923635e-01 4.040232194527721421e-01 3.375969257657333022e-01 2.833434890244086457e-01 6.434897523723629442e-01 6.040994470556487750e-01 5.198006691753872532e-01 4.440344844154855974e-01 4.073360413627515331e-01 3.454474567849095124e-01 3.078053444596449140e-01
3.689791827629740339e-02 3.472990172856196128e-02 3.274502849390280995e-02 3.171472735945665006e-02 2.968726347795985071e-02 5.963854887600987531e-02 5.582907928013579324e-02 5.236164357276575088e-02 4.714286875244316777e-02 7.272584666052082925e-02 7.115039369203197961e-02 6.801315081244166394e-02 6.472311408280863321e-02 6.175931808028638920e-02 5.759122202322335127e-02 9.725362329210741896e-02 9.517295826840432849e-02 9.161808918244090938e-02 8.757697219730725680e-02 8.224249521281144781e-02 7.665840346807520356e-02 1.158795686586929635e-01 1.135605538391050023e-01 1.091046818693254677e-01 1.037215955992664140e-01 9.748559763316992643e-02 9.181795307462849165e-02 1.405608114927805741e-01 1.389392186572473431e-01 1.328934550175989715e-01 1.261694782245863788e-01 1.225802457185243416e-01 1.160053344404119724e-01 1.116330832701471210e-01
5.210874914842911210e-02 4.944686509674806052e-02 4.681647019532329118e-02 4.543573184308707935e-02 4.269969103043443764e-02 8.267899750398820247e-02 7.800271569755377887e-02 7.342854985108379640e-02 6.645267137640976929e-02 9.960108278088193601e-02 9.768272576074765734e-02 9.365013317642571777e-02 8.934284843359761863e-02 8.543279285780155941e-02 7.990112296761273103e-02 1.289036657166968414e-01 1.264425791788902076e-01 1.219733151482798039e-01 1.168103005399816069e-01 1.099419385476049782e-01 1.027112359531250074e-01 1.489570401640623598e-01 1.462130484149406773e-01 1.407126879371382866e-01 1.339875616789280022e-01 1.261515049712981784e-01 1.190004047902623735e-01 1.716031552247121728e-01 1.697059307434146957e-01 1.625042069439334713e-01 1.544533842996025363e-01 1.501459551326269348e-01 1.422399643413516934e-01 1.369718913010418149e-01
2.435087806211248262e-01 2.078532143573313118e-01 1.805558461191287822e-01 1.672292567769692595e-01 1.425028416871705617e-01 3.562708605345245583e-01 2.956362642302903798e-01 2.521859491470334058e-01 1.942326356063225068e-01 4.048010690695616476e-01 3.793426160088967936e-01 3.373593430419833394e-01 2.978332098047967724e-01 2.648255806435139692e-01 2.220825458492044491e-01 5.155057031541649959e-01 4.789146372965915610e-01 4.317412318698389817e-01 3.843307256434351782e-01 3.274891100372727681e-01 2.737211140037530965e-01 5.934365264292003062e-01 5.522717908127839914e-01 4.941202973612751626e-01 4.330608428022034162e-01 3.692834209017179514e-01 3.166210707601280205e-01 7.111174120533393372e-01 6.734183255838822602e-01 5.904460437756804403e-01 5.144916750309448394e-01 4.772768097082910055e-01 4.137860658209880360e-01 3.746284475204382236e-01
1.975994622765345210e-01 1.724527115574166769e-01 1.533722738535623076e-01 1.438619412867918335e-01 1.257649855684193352e-01 3.068687643513551278e-01 2.612591143067236055e-01 2.283118376095414070e-01 1.825104259846376809e-01 3.596301915994294385e-01 3.399860236307107875e-01 3.075270880951520569e-01 2.763629819108885388e-01 2.497223968699012475e-01 2.142341164370824835e-01 4.735086080863754598e-01 4.440066842942931857e-01 4.057081048492126585e-01 3.665202563859287221e-01 3.183790613950325810e-01 2.714846144002986406e-01 5.529904702598521515e-01 5.191034233081462945e-01 4.705687357781860869e-01 4.185735593180147651e-01 3.629711485608596577e-01 3.159365439068279047e-01 6.582512602008107061e-01 6.271349857290379193e-01 5.572265274604943919e-01 4.918467909440232821e-01 4.593262031642201815e-01 4.030548600473557452e-01 3.678194515067170767e-01
7.977557395264982532e-01 6.531838286104529878e-01 5.376340606367017161e-01 4.800681724952541862e-01 3.723301213097597318e-01 1.092184384463233737e+00 8.174568335966040378e-01 6.254236037471344600e-01 3.808644405009694034e-01 1.137697379928086727e+00 1.018586853173589324e+00 8.297516658937224010e-01 6.584797058091699240e-01 5.218671055844318341e-01 3.580771499494426746e-01 1.243641011023964182e+00 1.069987919075257921e+00 8.666990561254398484e-01 6.777837383134217575e-01 4.729067345228538666e-01 3.060818553259589958e-01 1.188988646142790540e+00 1.006411177868005824e+00 7.818623820719521333e-01 5.740034857344594732e-01 3.871102593452912521e-01 2.587019932405625333e-01 1.028639903537866829e+00 8.825684019924805446e-01 6.280922848183754237e-01 4.389994280919709002e-01 3.593045612527392962e-01 2.427148328767163021e-01 1.830530209445825618e-01
3.138971773101191243e-01 3.051132186713344518e-01 2.935508710848221403e-01 2.872652397393375412e-01 2.745380325007790723e-01 5.246732676350105429e-01 5.080690574578807794e-01 4.862801762351013912e-01 4.514958635491482242e-01 6.564951385939613582e-01 6.495855243002665036e-01 6.308650622269530439e-01 6.093876243999121201e-01 5.893236240960703087e-01 5.602960495711172273e-01 8.991238161530278328e-01 8.909417048241005110e-01 8.689020036957776361e-01 8.413393511537752278e-01 8.033563893779848142e-01 7.623494810705763181e-01 1.094620707549101457e+00 1.084619028358347004e+00 1.055473084897843972e+00 1.016885192871970434e+00 9.704021352677052459e-01 9.270604540001990967e-01 1.364163212426656946e+00 1.359811551416728381e+00 1.319010848594960095e+00 1.267970344146917006e+00 1.239897930782794866e+00 1.187536969471119530e+00 1.152150118256383804e+00
4.322075089211636079e-01 4.110402109081320310e-01 3.885433170471522812e-01 3.765353308751903105e-01 3.524131253382800089e-01 7.070452717924532449e-01 6.652765842250392136e-01 6.225413951045118965e-01 5.561541085564840614e-01 8.670013349152838611e-01 8.487299850265720425e-01 8.095914704944183748e-01 7.673213703727307378e-01 7.286332733401386097e-01 6.734450048677635969e-01 1.155844357341777151e+00 1.129109604716737048e+00 1.081346666590091266e+00 1.026230118000104108e+00 9.527372465396941603e-01 8.751318909687050285e-01 1.361950947740297124e+00 1.328763348777226350e+00 1.265355153871720262e+00 1.188720031460690940e+00 1.099774813309929655e+00 1.018818073408633396e+00 1.596880844598424165e+00 1.568315905150997613e+00 1.475954441998604150e+00 1.376522519024042879e+00 1.323932385720050897e+00 1.228186682468588753e+00 1.164918322470078982e+00
1.799057490064616405e-01 1.824307217667753278e-01 1.803509566036052558e-01 1.790084966897562413e-01 1.761384669825905025e-01 3.159416841855582359e-01 3.206881106350303323e-01 3.164353052467635541e-01 3.083859784881270438e-01 4.132200922323335246e-01 4.155694099271128317e-01 4.135297177771251054e-01 4.091623592025965817e-01 4.045668927581382301e-01 3.975614885534475285e-01 6.035206543179928440e-01 6.094979370089420589e-01 6.076686115436513713e-01 6.021535738429731888e-01 5.931307745245252283e-01 5.827071256805174126e-01 7.885634662147127383e-01 7.957528977244153756e-01 7.930883933834420585e-01 7.847441944577280282e-01 7.729524296888720114e-01 7.612787041172731639e-01 1.113241208865329845e+00 1.126720240281809282e+00 1.125886002661286911e+00 1.113953945184071426e+00 1.106262098679541506e+00 1.091009877033260800e+00 1.080280807711334390e+00
